Wed Dec 28 12:54:35 2022    profile-test-chunk-mgr

         3288700 function calls (3279561 primitive calls) in 2.426 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       36    0.001    0.000    0.002    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/util.py:182(_collapse_string_to_ranges)
       10    0.000    0.000    0.002    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:2678(__init__)
  598/194    0.000    0.000    0.002    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:1832(default_name)
        1    0.000    0.000    0.002    0.002 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/exceptions.py:1(<module>)
     1710    0.000    0.000    0.002    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/abc.py:117(__instancecheck__)
      143    0.000    0.000    0.002    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/__init__.py:2784(_get_metadata)
    43/10    0.000    0.000    0.002    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:4409(streamline)
        1    0.000    0.000    0.002    0.002 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/packaging/version.py:257(Version)
       96    0.000    0.000    0.002    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/__init__.py:3285(<genexpr>)
        1    0.000    0.000    0.002    0.002 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/packaging/utils.py:1(<module>)
      444    0.001    0.000    0.002    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/copy.py:66(copy)
      2/1    0.000    0.000    0.002    0.002 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/sysconfig.py:575(get_config_vars)
       95    0.000    0.000    0.002    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/__init__.py:2795(activate)
32537/31689    0.002    0.000    0.002    0.000 {built-in method builtins.len}
        2    0.002    0.001    0.002    0.001 {built-in method pygame.display.set_caption}
     1710    0.000    0.000    0.002    0.000 {built-in method _abc._abc_instancecheck}
        7    0.000    0.000    0.002    0.000 /Users/sk/Documents/minecraft-from-wish/playground/../game-logic/../graphics/graphics_library.py:36(add_texture)
       93    0.002    0.000    0.002    0.000 {built-in method posix.getcwd}
     58/9    0.000    0.000    0.002    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:3635(leave_whitespace)
        2    0.002    0.001    0.002    0.001 {built-in method posix.read}
        7    0.000    0.000    0.002    0.000 /Users/sk/Documents/minecraft-from-wish/playground/../graphics/pygame_backend.py:53(load_texture)
     45/6    0.000    0.000    0.002    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:4092(streamline)
   122/61    0.000    0.000    0.002    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:3722(copy)
3635/3608    0.001    0.000    0.002    0.000 {method 'join' of 'str' objects}
    79/57    0.000    0.000    0.002    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/typing.py:401(__getitem__)
        6    0.000    0.000    0.002    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/dataclasses.py:1175(wrap)
        6    0.000    0.000    0.002    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/dataclasses.py:882(_process_class)
      302    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:380(cache_from_source)
 1524/172    0.000    0.000    0.002    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/abc.py:121(__subclasscheck__)
      134    0.000    0.000    0.002    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/typing.py:1016(__init__)
        1    0.000    0.000    0.002    0.002 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/decimal.py:1(<module>)
 1524/172    0.001    0.000    0.002    0.000 {built-in method _abc._abc_subclasscheck}
     1080    0.000    0.000    0.002    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/__init__.py:2077(<genexpr>)
        1    0.000    0.000    0.002    0.002 test-chunk-mgr.py:327(Mouse)
      966    0.001    0.000    0.002    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/packaging/version.py:444(_cmpkey)
     5047    0.001    0.000    0.002    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/sre_parse.py:165(__getitem__)
       57    0.000    0.000    0.002    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/typing.py:483(Union)
     9216    0.001    0.000    0.001    0.000 /Users/sk/Documents/minecraft-from-wish/playground/../game-logic/basic_units.py:104(reset)
        1    0.000    0.000    0.001    0.001 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/lzma.py:1(<module>)
   122/61    0.000    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:3724(<listcomp>)
        1    0.000    0.000    0.001    0.001 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/heapq.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/email/header.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/jaraco/functools.py:1(<module>)
        7    0.001    0.000    0.001    0.000 {built-in method pygame.image.load}
        1    0.000    0.000    0.001    0.001 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/packaging/tags.py:1(<module>)
     2530    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:128(<listcomp>)
        1    0.000    0.000    0.001    0.001 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:5798(<listcomp>)
        1    0.000    0.000    0.001    0.001 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/packaging/markers.py:1(<module>)
       24    0.001    0.000    0.001    0.000 {built-in method io.open}
  879/210    0.001    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/sre_parse.py:175(getwidth)
    24877    0.001    0.000    0.001    0.000 {method 'append' of 'list' objects}
      107    0.000    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/__init__.py:1420(has_metadata)
      352    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:391(cached)
     2173    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x10320f200}
       56    0.000    0.000    0.001    0.000 /Users/sk/Documents/minecraft-from-wish/playground/../game-logic/../graphics/graphics_library.py:30(input_callback_pygame)
        1    0.000    0.000    0.001    0.001 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/_osx_support.py:438(customize_config_vars)
        1    0.000    0.000    0.001    0.001 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pygame/sprite.py:1(<module>)
      151    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1089(path_stats)
       58    0.000    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:3643(<listcomp>)
      357    0.000    0.000    0.001    0.000 test-chunk-mgr.py:52(__init__)
      171    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
      219    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:169(__enter__)
     1546    0.001    0.000    0.001    0.000 {method 'search' of 're.Pattern' objects}
        1    0.000    0.000    0.001    0.001 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/ntpath.py:1(<module>)
       79    0.000    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:1352(__add__)
       12    0.000    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/__init__.py:2998(_reload_version)
        1    0.000    0.000    0.001    0.001 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/html/__init__.py:1(<module>)
      201    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:510(_get_cached)
        1    0.000    0.000    0.001    0.001 /Users/sk/Documents/minecraft-from-wish/playground/../game-logic/chunk_manager.py:20(__init__)
       17    0.001    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/collections/__init__.py:328(namedtuple)
       12    0.000    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/__init__.py:2789(_get_version)
       12    0.000    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/__init__.py:2567(_version_from_file)
        1    0.000    0.000    0.001    0.001 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/_osx_support.py:178(_supports_universal_builds)
        1    0.000    0.000    0.001    0.001 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/_osx_support.py:117(_get_system_version_tuple)
        2    0.000    0.000    0.001    0.001 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/_osx_support.py:86(_get_system_version)
        2    0.000    0.000    0.001    0.001 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:5684(srange)
        1    0.000    0.000    0.001    0.001 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/more_itertools/__init__.py:1(<module>)
       96    0.000    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/abc.py:105(__new__)
        1    0.000    0.000    0.001    0.001 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/asyncio/unix_events.py:1(<module>)
     2270    0.000    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/asyncio/base_futures.py:14(isfuture)
      557    0.000    0.000    0.001    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.001    0.001 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pygame/freetype.py:1(<module>)
    14405    0.001    0.000    0.001    0.000 /Users/sk/Documents/minecraft-from-wish/playground/../game-logic/shapes.py:67(furthest_in_dir)
        3    0.001    0.000    0.001    0.000 {method 'convert' of 'pygame.Surface' objects}
   498/87    0.000    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:1862(__str__)
     3304    0.001    0.000    0.001    0.000 {built-in method builtins.getattr}
       80    0.000    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:3783(__init__)
       64    0.000    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/sre_compile.py:560(_compile_info)
     2272    0.001    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/_weakrefset.py:86(add)
      138    0.000    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/sre_parse.py:97(closegroup)
      190    0.000    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/__init__.py:691(add)
        1    0.000    0.000    0.001    0.001 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/xml/parsers/expat.py:1(<module>)
      283    0.000    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/enum.py:89(__setitem__)
     8456    0.001    0.000    0.001    0.000 /Users/sk/Documents/minecraft-from-wish/playground/../game-logic/chunk_manager.py:56(get_debug_layer)
     1111    0.000    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/typing.py:986(__setattr__)
        1    0.000    0.000    0.001    0.001 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/struct.py:1(<module>)
      121    0.000    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/__init__.py:1496(_fn)
        1    0.000    0.000    0.001    0.001 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/importlib/resources.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/asyncio/staggered.py:1(<module>)
     2269    0.001    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/_weakrefset.py:39(_remove)
     4782    0.001    0.000    0.001    0.000 {built-in method builtins.hasattr}
      440    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
        1    0.000    0.000    0.001    0.001 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/logging/__init__.py:445(StrFormatStyle)
        1    0.000    0.000    0.001    0.001 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/helpers.py:648(make_html_tags)
        1    0.000    0.000    0.001    0.001 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/contextvars.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/helpers.py:590(_makeTags)
       56    0.000    0.000    0.001    0.000 /Users/sk/Documents/minecraft-from-wish/playground/../game-logic/../graphics/graphics_library.py:33(render_callback_pygame)
      119    0.000    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/__init__.py:1417(_get_metadata_path)
        1    0.000    0.000    0.001    0.001 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/toml/decoder.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/bisect.py:1(<module>)
      3/1    0.000    0.000    0.001    0.001 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:5303(streamline)
      129    0.000    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:3601(__init__)
       18    0.000    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/__init__.py:2135(safe_listdir)
       20    0.000    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/dataclasses.py:412(_create_fn)
       16    0.000    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:2791(_generateDefaultName)
       25    0.000    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:595(set_parse_action)
      149    0.000    0.000    0.001    0.000 /Users/sk/Documents/minecraft-from-wish/playground/../game-logic/physics.py:16(normal_dir_origin)
      325    0.001    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:455(__init__)
       56    0.000    0.000    0.001    0.000 /Users/sk/Documents/minecraft-from-wish/playground/../game-logic/../graphics/graphics_library.py:26(update_callback_pygame)
      281    0.000    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/typing.py:146(_type_check)
      201    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1531(_get_spec)
     3024    0.001    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/util.py:185(is_consecutive)
      444    0.000    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/copy.py:259(_reconstruct)
       21    0.000    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:2792(charsAsStr)
        1    0.000    0.000    0.001    0.001 /Users/sk/Documents/minecraft-from-wish/playground/../game-logic/shapes.py:1(<module>)
      202    0.000    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/packaging/version.py:293(__str__)
        3    0.000    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/traceback.py:216(extract_stack)
        1    0.000    0.000    0.001    0.001 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/site-packages/pkg_resources/_vendor/pyparsing/core.py:400(ParserElement)
       57    0.000    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/typing.py:1147(copy_with)
        3    0.000    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/traceback.py:338(extract)
        1    0.001    0.001    0.001    0.001 /Users/sk/Documents/minecraft-from-wish/playground/../game-logic/chunk_manager.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/signal.py:1(<module>)
     9865    0.001    0.000    0.001    0.000 {method 'group' of 're.Match' objects}
       22    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1587(_fill_cache)
      221    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
       13    0.000    0.000    0.001    0.000 /Users/sk/opt/anaconda3/envs/mc/lib/python3.10/enum.py:553(<listcomp>)
